Age,Workclass,fnlwgt,maritial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hour_per_week,native country,class,education
26, State_gov,208122, Never_married, Prof_specialty, Not_in_family, White, Male,0,0,15, United_States,<=50, Bachelors
49, Private,215389, Married_civ_spouse, Machine_op_inspct, Husband, Black, Male,0,0,48, United_States,<=50, Bachelors
23, ?,113700, Never_married, ?, Own_child, White, Male,0,0,50, United_States,<=50, Bachelors
28, Private,259840, Married_civ_spouse, Sales, Husband, White, Male,0,0,60, United_States,>50K, Bachelors
28, Private,183639, Never_married, Adm_clerical, Not_in_family, White, Male,0,0,21, United_States,<=50, Bachelors
41, Federal_gov,34178, Divorced, Prof_specialty, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
24, Private,39615, Never_married, Sales, Not_in_family, White, Male,0,0,45, United_States,<=50, Bachelors
44, Private,104440, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
58, Private,306233, Married_civ_spouse, Sales, Husband, White, Male,15024,0,40, United_States,>50K, Bachelors
51, Private,216475, Never_married, Sales, Not_in_family, White, Female,0,1564,43, United_States,>50K, Bachelors
24, Private,117583, Never_married, Exec_managerial, Own_child, White, Male,0,0,48, United_States,<=50, Bachelors
38, Private,227794, Never_married, Adm_clerical, Not_in_family, Black, Male,0,0,40, United_States,<=50, Bachelors
46, Federal_gov,297906, Married_civ_spouse, Prof_specialty, Husband, Asian_Pac_Islander, Male,0,0,50, United_States,>50K, Bachelors
31, Federal_gov,139455, Never_married, Exec_managerial, Own_child, White, Female,0,0,40, Cuba,<=50, Bachelors
24, Private,161092, Never_married, Exec_managerial, Own_child, White, Male,0,0,40, United_States,<=50, Bachelors
56, Private,274111, Married_civ_spouse, Adm_clerical, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
30, Private,280927, Never_married, Adm_clerical, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
31, Private,104509, Never_married, Sales, Not_in_family, White, Female,0,0,65, United_States,>50K, Bachelors
38, Local_gov,185394, Married_civ_spouse, Prof_specialty, Wife, White, Female,7688,0,40, United_States,>50K, Bachelors
55, Self_emp_inc,227856, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,2415,50, United_States,>50K, Bachelors
41, Self_emp_inc,194636, Married_civ_spouse, Sales, Husband, White, Male,99999,0,65, United_States,>50K, Bachelors
37, Private,32709, Married_civ_spouse, Tech_support, Wife, White, Female,0,0,40, United_States,>50K, Bachelors
46, Private,170850, Divorced, Machine_op_inspct, Not_in_family, White, Male,0,1590,40, ?,<=50, Bachelors
57, ?,208311, Married_civ_spouse, ?, Husband, White, Male,0,0,80, United_States,>50K, Bachelors
43, Private,243580, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
36, Private,357619, Married_civ_spouse, Exec_managerial, Wife, White, Female,0,0,60, Germany,<=50, Bachelors
36, State_gov,112497, Divorced, Prof_specialty, Not_in_family, White, Male,0,1876,44, United_States,<=50, Bachelors
28, Private,224634, Married_civ_spouse, Prof_specialty, Wife, White, Female,0,0,45, United_States,>50K, Bachelors
37, Private,175759, Married_civ_spouse, Tech_support, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
54, Private,94055, Married_civ_spouse, Other_service, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
24, Private,117779, Never_married, Exec_managerial, Own_child, White, Male,0,0,40, United_States,<=50, Bachelors
24, Private,209770, Never_married, Prof_specialty, Not_in_family, White, Female,0,0,8, United_States,<=50, Bachelors
28, Private,107411, Never_married, Prof_specialty, Not_in_family, White, Female,0,0,35, United_States,<=50, Bachelors
24, Private,100321, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,45, United_States,<=50, Bachelors
42, Private,168103, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
44, Private,239876, Divorced, Prof_specialty, Unmarried, Black, Male,0,0,40, United_States,<=50, Bachelors
37, Local_gov,218184, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,1887,40, United_States,>50K, Bachelors
28, Self_emp_not_inc,204984, Never_married, Tech_support, Not_in_family, White, Male,0,0,45, United_States,<=50, Bachelors
63, Self_emp_not_inc,35021, Married_civ_spouse, Prof_specialty, Husband, Asian_Pac_Islander, Male,0,1977,32, China,>50K, Bachelors
45, Self_emp_inc,34091, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,38, United_States,>50K, Bachelors
39, State_gov,343646, Divorced, Protective_serv, Not_in_family, White, Male,0,0,40, Mexico,>50K, Bachelors
31, Private,197672, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
41, Private,173370, Separated, Sales, Unmarried, White, Female,0,0,30, United_States,<=50, Bachelors
45, State_gov,271962, Divorced, Protective_serv, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
29, Private,183009, Never_married, Prof_specialty, Not_in_family, Other, Female,0,1590,40, United_States,<=50, Bachelors
27, Private,209205, Never_married, Tech_support, Own_child, White, Male,0,0,40, United_States,<=50, Bachelors
36, Local_gov,285865, Never_married, Adm_clerical, Not_in_family, Black, Female,0,0,40, United_States,<=50, Bachelors
54, Private,197189, Married_civ_spouse, Transport_moving, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
26, Private,177929, Never_married, Sales, Not_in_family, White, Male,0,0,48, United_States,<=50, Bachelors
48, Private,166929, Married_civ_spouse, Adm_clerical, Husband, White, Male,0,0,45, ?,>50K, Bachelors
45, Private,202812, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
49, Local_gov,149210, Married_civ_spouse, Protective_serv, Husband, Black, Male,15024,0,40, United_States,>50K, Bachelors
37, Self_emp_inc,205852, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,45, United_States,<=50, Bachelors
40, Federal_gov,163215, Never_married, Prof_specialty, Not_in_family, White, Female,0,0,40, ?,<=50, Bachelors
39, State_gov,201105, Married_civ_spouse, Exec_managerial, Wife, White, Female,0,0,55, United_States,>50K, Bachelors
33, Private,150570, Married_civ_spouse, Sales, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
31, Private,183778, Never_married, Tech_support, Not_in_family, White, Male,0,0,45, United_States,<=50, Bachelors
23, Private,398904, Married_civ_spouse, Prof_specialty, Wife, White, Female,0,0,40, United_States,<=50, Bachelors
35, Local_gov,204277, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
32, Private,205152, Never_married, Craft_repair, Own_child, White, Male,0,0,40, United_States,<=50, Bachelors
25, Private,36984, Never_married, Prof_specialty, Not_in_family, White, Female,0,0,50, United_States,<=50, Bachelors
26, Private,155213, Never_married, Prof_specialty, Not_in_family, White, Male,0,0,48, United_States,<=50, Bachelors
46, Local_gov,222115, Divorced, Adm_clerical, Not_in_family, White, Female,99999,0,40, United_States,>50K, Bachelors
48, Private,156926, Divorced, Adm_clerical, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
29, Private,116613, Never_married, Adm_clerical, Own_child, White, Female,0,0,40, Portugal,<=50, Bachelors
42, Private,166740, Divorced, Prof_specialty, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
25, Private,102476, Never_married, Farming_fishing, Own_child, White, Male,27828,0,50, United_States,>50K, Bachelors
29, Private,233421, Married_civ_spouse, Craft_repair, Husband, White, Male,3411,0,45, United_States,<=50, Bachelors
44, Private,172479, Married_civ_spouse, Prof_specialty, Husband, White, Male,7688,0,40, United_States,>50K, Bachelors
23, Private,394612, Never_married, Tech_support, Own_child, Black, Male,0,0,40, United_States,<=50, Bachelors
23, Private,273206, Never_married, Adm_clerical, Not_in_family, White, Female,0,0,23, United_States,<=50, Bachelors
22, State_gov,292933, Never_married, Adm_clerical, Own_child, White, Female,0,0,10, United_States,<=50, Bachelors
37, Private,99146, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,1977,50, United_States,>50K, Bachelors
33, Private,376483, Married_civ_spouse, Adm_clerical, Wife, Black, Female,0,0,30, United_States,<=50, Bachelors
37, Local_gov,328301, Divorced, Prof_specialty, Not_in_family, White, Female,0,0,36, United_States,<=50, Bachelors
39, Private,272950, Married_civ_spouse, Craft_repair, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
32, Federal_gov,148138, Married_civ_spouse, Prof_specialty, Husband, Asian_Pac_Islander, Male,0,2002,40, Iran,<=50, Bachelors
27, Local_gov,230885, Married_civ_spouse, Protective_serv, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
35, Private,223514, Married_civ_spouse, Adm_clerical, Wife, Black, Female,0,0,40, United_States,<=50, Bachelors
24, Local_gov,184678, Never_married, Prof_specialty, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
27, Private,162343, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, Dominican_Republic,<=50, Bachelors
30, State_gov,126414, Married_spouse_absent, Adm_clerical, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
47, Self_emp_inc,173783, Married_civ_spouse, Sales, Husband, White, Male,15024,0,60, United_States,>50K, Bachelors
51, Self_emp_not_inc,32372, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,1672,70, United_States,<=50, Bachelors
46, Local_gov,149949, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
29, Federal_gov,229300, Never_married, Prof_specialty, Not_in_family, White, Male,0,0,48, United_States,<=50, Bachelors
36, Private,210945, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
36, Private,75826, Divorced, Adm_clerical, Unmarried, White, Female,0,0,40, United_States,<=50, Bachelors
35, Private,26999, Separated, Exec_managerial, Unmarried, White, Female,0,0,42, United_States,<=50, Bachelors
34, Self_emp_inc,23778, Divorced, Exec_managerial, Not_in_family, White, Male,0,0,50, United_States,<=50, Bachelors
64, ?,205479, Married_civ_spouse, ?, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
35, Private,163237, Married_civ_spouse, Sales, Husband, White, Male,0,0,52, United_States,>50K, Bachelors
26, Private,28856, Never_married, Tech_support, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
51, Private,196501, Divorced, Exec_managerial, Not_in_family, White, Male,14084,0,50, United_States,>50K, Bachelors
40, ?,180362, Never_married, ?, Own_child, White, Female,0,0,40, United_States,<=50, Bachelors
41, ?,277390, Married_civ_spouse, ?, Wife, White, Female,0,0,30, United_States,>50K, Bachelors
60, Self_emp_not_inc,168223, Divorced, Prof_specialty, Not_in_family, White, Female,0,0,30, United_States,<=50, Bachelors
46, Local_gov,202560, Divorced, Prof_specialty, Not_in_family, White, Female,0,1408,40, United_States,<=50, Bachelors
60, State_gov,358893, Divorced, Prof_specialty, Not_in_family, White, Female,0,2339,40, United_States,<=50, Bachelors
35, Private,196491, Never_married, Sales, Not_in_family, White, Male,0,0,50, United_States,<=50, Bachelors
43, Self_emp_not_inc,154785, Married_civ_spouse, Machine_op_inspct, Wife, Asian_Pac_Islander, Female,0,0,80, Thailand,<=50, Bachelors
43, Federal_gov,203637, Married_civ_spouse, Adm_clerical, Husband, White, Male,7298,0,40, United_States,>50K, Bachelors
33, Local_gov,83671, Never_married, Prof_specialty, Not_in_family, Black, Female,0,0,50, United_States,<=50, Bachelors
38, Federal_gov,122493, Married_civ_spouse, Prof_specialty, Husband, White, Male,4064,0,40, United_States,<=50, Bachelors
32, Private,227214, Married_civ_spouse, Prof_specialty, Husband, Other, Male,0,0,40, Ecuador,<=50, Bachelors
40, Self_emp_not_inc,95226, Never_married, Exec_managerial, Not_in_family, White, Male,0,0,50, United_States,<=50, Bachelors
27, Private,188576, Separated, Prof_specialty, Not_in_family, Asian_Pac_Islander, Male,0,0,40, Philippines,>50K, Bachelors
31, Local_gov,149184, Married_civ_spouse, Protective_serv, Husband, White, Male,0,0,97, United_States,>50K, Bachelors
30, Self_emp_inc,109282, Married_civ_spouse, Sales, Husband, White, Male,0,0,52, United_States,>50K, Bachelors
27, Private,175387, Never_married, Exec_managerial, Not_in_family, White, Male,0,1876,40, United_States,<=50, Bachelors
30, Self_emp_not_inc,178255, Married_civ_spouse, Sales, Husband, White, Male,0,0,70, ?,<=50, Bachelors
29, Private,134890, Married_civ_spouse, Tech_support, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
44, Private,212888, Divorced, Exec_managerial, Unmarried, White, Female,0,0,45, United_States,<=50, Bachelors
37, Private,361888, Never_married, Prof_specialty, Not_in_family, White, Male,10520,0,40, United_States,>50K, Bachelors
58, Local_gov,237879, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,58, United_States,<=50, Bachelors
47, Private,129513, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,60, United_States,>50K, Bachelors
48, ?,185291, Married_civ_spouse, ?, Husband, White, Male,0,0,6, United_States,<=50, Bachelors
30, ?,186420, Never_married, ?, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
56, Local_gov,155657, Divorced, Exec_managerial, Unmarried, White, Female,0,0,40, United_States,<=50, Bachelors
41, Private,163258, Never_married, Tech_support, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
23, Private,230824, Never_married, Prof_specialty, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
25, Private,102460, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
39, Private,198097, Divorced, Exec_managerial, Not_in_family, White, Male,0,0,50, United_States,<=50, Bachelors
24, Private,174461, Never_married, Sales, Not_in_family, White, Female,0,0,50, United_States,<=50, Bachelors
24, ?,377725, Never_married, ?, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
43, Private,208613, Separated, Tech_support, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
47, Self_emp_not_inc,243631, Married_civ_spouse, Prof_specialty, Husband, Asian_Pac_Islander, Male,0,0,40, South,<=50, Bachelors
37, Private,191754, Married_civ_spouse, Adm_clerical, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
31, Private,217460, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
42, Private,136986, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
26, Private,89648, Never_married, Exec_managerial, Not_in_family, White, Female,0,0,50, United_States,<=50, Bachelors
25, Private,199224, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
42, Local_gov,19700, Married_civ_spouse, Prof_specialty, Wife, White, Female,0,0,50, United_States,>50K, Bachelors
38, Private,120074, Married_civ_spouse, Machine_op_inspct, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
45, Local_gov,167159, Married_civ_spouse, Protective_serv, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
33, Private,112115, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,1902,45, United_States,>50K, Bachelors
51, Private,186303, Married_civ_spouse, Sales, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
25, Private,34803, Never_married, Exec_managerial, Own_child, White, Female,0,0,20, United_States,<=50, Bachelors
38, Private,130007, Never_married, Other_service, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
35, Private,359131, Married_civ_spouse, Prof_specialty, Wife, White, Female,7298,0,8, ?,>50K, Bachelors
39, Self_emp_inc,283338, Married_civ_spouse, Exec_managerial, Husband, White, Male,7298,0,40, United_States,>50K, Bachelors
29, Private,183887, Never_married, Adm_clerical, Own_child, White, Male,0,0,40, United_States,<=50, Bachelors
24, Private,211129, Never_married, Sales, Own_child, White, Female,0,0,35, United_States,<=50, Bachelors
22, Private,126822, Never_married, Adm_clerical, Own_child, White, Female,0,0,60, United_States,<=50, Bachelors
45, Private,207277, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
32, State_gov,71151, Married_civ_spouse, Tech_support, Husband, White, Male,0,0,20, United_States,<=50, Bachelors
46, Private,384795, Divorced, Prof_specialty, Unmarried, Black, Female,0,0,32, United_States,<=50, Bachelors
48, Private,118717, Divorced, Prof_specialty, Not_in_family, Black, Female,0,0,40, United_States,<=50, Bachelors
50, Local_gov,133963, Never_married, Prof_specialty, Own_child, White, Female,0,0,40, United_States,>50K, Bachelors
31, Private,31600, Never_married, Prof_specialty, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
31, Self_emp_not_inc,286282, Married_civ_spouse, Adm_clerical, Wife, White, Female,0,0,20, United_States,<=50, Bachelors
34, Federal_gov,67083, Never_married, Exec_managerial, Unmarried, Asian_Pac_Islander, Male,1471,0,40, Cambodia,<=50, Bachelors
40, Private,209547, Married_civ_spouse, Sales, Husband, White, Male,0,1977,60, United_States,>50K, Bachelors
33, Private,142675, Never_married, Handlers_cleaners, Not_in_family, White, Male,0,0,30, United_States,<=50, Bachelors
37, Private,118486, Separated, Prof_specialty, Unmarried, White, Female,4934,0,32, United_States,>50K, Bachelors
35, Private,498216, Divorced, Exec_managerial, Unmarried, White, Female,0,0,40, United_States,<=50, Bachelors
44, Self_emp_inc,269733, Married_civ_spouse, Sales, Husband, White, Male,0,0,30, United_States,<=50, Bachelors
42, Private,37937, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,55, United_States,>50K, Bachelors
45, Private,59380, Separated, Exec_managerial, Not_in_family, White, Female,0,0,55, United_States,<=50, Bachelors
34, Private,176469, Never_married, Sales, Not_in_family, White, Male,0,0,38, United_States,<=50, Bachelors
34, Private,176831, Divorced, Prof_specialty, Unmarried, White, Female,0,0,40, United_States,>50K, Bachelors
53, Private,608184, Married_civ_spouse, Exec_managerial, Husband, Black, Male,0,1902,40, United_States,>50K, Bachelors
44, Self_emp_not_inc,35166, Married_civ_spouse, Farming_fishing, Husband, White, Male,0,0,90, United_States,<=50, Bachelors
62, Private,153891, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
38, Federal_gov,238342, Married_civ_spouse, Sales, Husband, White, Male,7688,0,42, United_States,>50K, Bachelors
31, Federal_gov,334346, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
50, Private,210217, Divorced, Sales, Unmarried, Black, Male,0,0,40, United_States,<=50, Bachelors
51, Federal_gov,40808, Never_married, Prof_specialty, Not_in_family, Amer_Indian_Eskimo, Female,0,0,43, United_States,<=50, Bachelors
41, Self_emp_not_inc,355918, Separated, Craft_repair, Not_in_family, White, Male,0,0,35, United_States,<=50, Bachelors
42, Private,282964, Divorced, Exec_managerial, Unmarried, White, Female,0,0,40, United_States,<=50, Bachelors
32, Private,200246, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
53, Self_emp_not_inc,35295, Never_married, Sales, Unmarried, White, Male,0,0,60, United_States,>50K, Bachelors
27, Private,332187, Never_married, Adm_clerical, Not_in_family, White, Female,0,0,65, United_States,<=50, Bachelors
39, Local_gov,229651, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
38, Local_gov,82880, Married_civ_spouse, Prof_specialty, Wife, White, Female,0,0,15, United_States,<=50, Bachelors
34, Private,195136, Married_civ_spouse, Prof_specialty, Wife, White, Female,0,1887,40, United_States,>50K, Bachelors
24, Private,50341, Never_married, Adm_clerical, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
48, Private,240231, Married_civ_spouse, Exec_managerial, Husband, Asian_Pac_Islander, Male,0,0,40, Japan,>50K, Bachelors
42, Private,44402, Married_civ_spouse, Sales, Husband, White, Male,0,0,60, United_States,<=50, Bachelors
27, Local_gov,74056, Never_married, Tech_support, Not_in_family, White, Male,0,0,50, United_States,<=50, Bachelors
29, Private,144259, Married_civ_spouse, Handlers_cleaners, Husband, Black, Male,4386,0,80, ?,>50K, Bachelors
29, State_gov,382272, Never_married, Craft_repair, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
22, Private,48347, Never_married, Farming_fishing, Own_child, White, Male,0,0,40, United_States,<=50, Bachelors
42, Private,143046, Never_married, Prof_specialty, Not_in_family, White, Female,0,1564,38, United_States,>50K, Bachelors
38, Private,201328, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
36, Private,105021, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,55, United_States,<=50, Bachelors
38, Private,132879, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
43, Self_emp_inc,260960, Divorced, Farming_fishing, Not_in_family, White, Male,0,0,35, United_States,<=50, Bachelors
35, Private,154410, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
48, Private,248164, Married_civ_spouse, Sales, Husband, White, Male,4386,0,50, United_States,>50K, Bachelors
35, Self_emp_inc,196373, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
26, Local_gov,117833, Never_married, Prof_specialty, Not_in_family, White, Female,4865,0,35, United_States,<=50, Bachelors
29, Private,263831, Never_married, Adm_clerical, Own_child, White, Female,0,0,40, United_States,<=50, Bachelors
23, Private,91189, Married_civ_spouse, Other_service, Husband, White, Male,0,0,20, United_States,<=50, Bachelors
41, Private,113823, Divorced, Other_service, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
32, Private,136480, Married_civ_spouse, Sales, Husband, White, Male,0,0,60, United_States,>50K, Bachelors
35, Private,1226583, Married_civ_spouse, Sales, Husband, White, Male,0,0,52, United_States,>50K, Bachelors
30, Private,226665, Married_civ_spouse, Exec_managerial, Husband, Black, Male,0,0,42, United_States,>50K, Bachelors
24, Private,96178, Never_married, Adm_clerical, Own_child, White, Female,0,0,40, United_States,<=50, Bachelors
46, Private,328216, Married_civ_spouse, Exec_managerial, Husband, White, Male,15024,0,40, United_States,>50K, Bachelors
39, Private,110713, Married_civ_spouse, Sales, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
45, Self_emp_not_inc,225456, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
62, Local_gov,159908, Married_civ_spouse, Adm_clerical, Wife, White, Female,0,1258,38, United_States,<=50, Bachelors
43, Private,118308, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,1977,50, United_States,>50K, Bachelors
26, Private,84619, Married_civ_spouse, Craft_repair, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
48, State_gov,99086, Never_married, Exec_managerial, Not_in_family, White, Female,0,0,50, United_States,<=50, Bachelors
51, Private,311350, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
46, Private,73019, Never_married, Prof_specialty, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
30, Private,208043, Married_civ_spouse, Sales, Husband, White, Male,0,0,55, United_States,>50K, Bachelors
28, Private,203710, Never_married, Machine_op_inspct, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
26, Private,120238, Never_married, Craft_repair, Not_in_family, White, Male,3325,0,40, United_States,<=50, Bachelors
35, Private,36214, Married_civ_spouse, Exec_managerial, Husband, White, Male,4386,0,47, United_States,>50K, Bachelors
47, Self_emp_inc,105779, Never_married, Sales, Own_child, White, Male,0,0,40, United_States,>50K, Bachelors
62, Private,121319, Married_civ_spouse, Prof_specialty, Husband, White, Male,3103,0,40, United_States,>50K, Bachelors
31, Private,162572, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
43, Private,163847, Married_civ_spouse, Farming_fishing, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
35, State_gov,172475, Never_married, Exec_managerial, Not_in_family, Asian_Pac_Islander, Female,2977,0,45, United_States,<=50, Bachelors
34, Private,192002, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
26, Private,164488, Never_married, Prof_specialty, Not_in_family, White, Male,13550,0,50, United_States,>50K, Bachelors
48, Private,200471, Married_civ_spouse, Transport_moving, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
69, Private,228921, Widowed, Prof_specialty, Not_in_family, White, Male,0,2282,40, United_States,>50K, Bachelors
43, Private,233851, Divorced, Adm_clerical, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
31, Private,255004, Never_married, Exec_managerial, Not_in_family, White, Male,0,1741,38, United_States,<=50, Bachelors
28, Private,157624, Never_married, Adm_clerical, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
51, Private,146767, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
20, Private,216436, Never_married, Sales, Other_relative, Black, Female,0,0,30, United_States,<=50, Bachelors
25, Private,213412, Never_married, Tech_support, Unmarried, White, Male,0,0,40, United_States,<=50, Bachelors
31, Private,369825, Never_married, Sales, Not_in_family, White, Male,4101,0,50, United_States,<=50, Bachelors
26, Private,239390, Never_married, Sales, Own_child, White, Male,0,0,18, United_States,<=50, Bachelors
43, Private,115323, Married_civ_spouse, Exec_managerial, Husband, White, Male,3103,0,40, United_States,>50K, Bachelors
39, State_gov,114055, Never_married, Exec_managerial, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
49, Private,196571, Married_civ_spouse, Sales, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
30, Private,169583, Married_AF_spouse, Exec_managerial, Wife, White, Female,0,0,40, United_States,>50K, Bachelors
23, Private,118693, Never_married, Other_service, Not_in_family, White, Male,0,0,35, United_States,<=50, Bachelors
39, Private,297449, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
29, Private,393264, Never_married, Prof_specialty, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
38, Private,108140, Never_married, Other_service, Not_in_family, White, Male,0,0,20, United_States,<=50, Bachelors
63, Private,264968, Never_married, Adm_clerical, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
38, Private,174717, Married_civ_spouse, Sales, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
75, ?,173064, Married_civ_spouse, ?, Husband, White, Male,0,0,6, United_States,<=50, Bachelors
36, State_gov,116554, Never_married, Adm_clerical, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
38, Self_emp_inc,275223, Married_civ_spouse, Sales, Husband, White, Male,7688,0,40, United_States,>50K, Bachelors
35, Private,66297, Never_married, Prof_specialty, Not_in_family, Asian_Pac_Islander, Female,0,0,40, Philippines,>50K, Bachelors
49, Private,128736, Never_married, Prof_specialty, Unmarried, White, Female,0,0,40, United_States,<=50, Bachelors
48, Self_emp_not_inc,51620, Separated, Craft_repair, Not_in_family, White, Male,0,0,50, United_States,<=50, Bachelors
46, Private,159869, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
34, State_gov,154246, Divorced, Prof_specialty, Not_in_family, White, Male,4865,0,55, United_States,<=50, Bachelors
49, Private,104455, Married_spouse_absent, Other_service, Not_in_family, Asian_Pac_Islander, Male,0,0,40, Philippines,<=50, Bachelors
27, Private,330132, Married_civ_spouse, Tech_support, Wife, White, Female,0,0,40, United_States,>50K, Bachelors
42, Local_gov,188291, Married_civ_spouse, Protective_serv, Husband, White, Male,0,1902,40, United_States,>50K, Bachelors
29, Private,253814, Never_married, Exec_managerial, Not_in_family, White, Female,0,0,45, United_States,<=50, Bachelors
33, Private,159247, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
26, Federal_gov,76900, Never_married, Tech_support, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
